7,211,5,76,76,84,84,11,7,8,4,7,68,215,4,4,420,558,630,514,356,5,5,4,4,5,501,3,500,418,3,382,382,5,503,4,394,382,5,372,412,501,4,387,350,382,415,382,3,4,
8,212,6,77,77,85,85,12,8,9,5,8,69,216,5,5,421,559,631,516,357,6,6,5,5,6,502,4,540,420,4,383,383,8,505,5,395,383,6,373,413,502,5,420,356,415,416,383,4,5,
9,213,7,78,78,86,86,13,9,10,6,9,70,217,6,6,422,560,632,517,358,7,7,6,6,8,542,5,541,421,5,416,384,9,506,6,401,416,7,374,414,542,6,421,357,416,417,384,5,6,
12,214,8,80,79,87,87,14,10,11,7,10,71,220,7,7,423,563,635,557,398,8,8,7,7,9,543,6,543,457,6,417,385,10,546,7,402,417,8,375,415,543,7,422,358,417,419,385,6,7,
16,215,9,81,80,88,88,15,11,12,8,11,72,229,8,8,424,564,636,558,399,9,9,8,8,10,545,7,544,458,7,418,386,12,547,8,403,418,9,376,416,545,8,423,394,418,420,386,7,8,
17,216,10,82,81,89,89,16,12,13,9,12,73,230,9,9,425,603,675,560,400,10,10,9,9,18,546,8,584,498,8,419,429,13,549,9,431,419,10,419,417,546,9,425,400,420,471,387,8,9,
81,61,90,82,90,90,83,299,88,426,604,676,561,402,86,550,80,587,585,500,431,421,430,422,550,359,433,421,420,418,587,426,401,421,472,430,414,
