Core, 0
Cumulative Cycles, 12155980            
Cumulative Instructions, 20000000            
Cumulative IPC, 1.64528
Periodic Cycles, 6136519             
Periodic Instructions, 9999997             
Periodic IPC, 1.62959

BTB_ON_PATH_MISS_count,        115362
BTB_ON_PATH_MISS_pct,        2.230
BTB_ON_PATH_MISS_total_count,        239021
BTB_ON_PATH_MISS_total_pct,        2.392

BTB_ON_PATH_HIT_count,       5057607
BTB_ON_PATH_HIT_pct,       97.770
BTB_ON_PATH_HIT_total_count,       9754073
BTB_ON_PATH_HIT_total_pct,       97.608
BTB_ON_PATH_HIT_sum_count,       5172969
BTB_ON_PATH_HIT_sum_pct,      100.000
BTB_ON_PATH_HIT_sum_total_count,       9993094
BTB_ON_PATH_HIT_sum_total_pct,      100.000
BTB_ON_PATH_HIT_mean,         0.98
BTB_ON_PATH_HIT_stddev,         0.97
BTB_ON_PATH_HIT_total_mean,         0.98
BTB_ON_PATH_HIT_total_stddev,         0.96

BTB_OFF_PATH_MISS_count,         33077
BTB_OFF_PATH_MISS_pct,       33.221
BTB_OFF_PATH_MISS_total_count,        114917
BTB_OFF_PATH_MISS_total_pct,       34.060

BTB_OFF_PATH_HIT_count,         66490
BTB_OFF_PATH_HIT_pct,       66.779
BTB_OFF_PATH_HIT_total_count,        222474
BTB_OFF_PATH_HIT_total_pct,       65.940
BTB_OFF_PATH_HIT_sum_count,         99567
BTB_OFF_PATH_HIT_sum_pct,      100.000
BTB_OFF_PATH_HIT_sum_total_count,        337391
BTB_OFF_PATH_HIT_sum_total_pct,      100.000
BTB_OFF_PATH_HIT_mean,         0.67
BTB_OFF_PATH_HIT_stddev,         0.61
BTB_OFF_PATH_HIT_total_mean,         0.66
BTB_OFF_PATH_HIT_total_stddev,         0.60

BTB_ON_PATH_WRITE_count,         62981
BTB_ON_PATH_WRITE_pct,       99.989
BTB_ON_PATH_WRITE_total_count,        132559
BTB_ON_PATH_WRITE_total_pct,       99.807

BTB_OFF_PATH_WRITE_count,             7
BTB_OFF_PATH_WRITE_pct,        0.011
BTB_OFF_PATH_WRITE_total_count,           256
BTB_OFF_PATH_WRITE_total_pct,        0.193
BTB_OFF_PATH_WRITE_sum_count,         62988
BTB_OFF_PATH_WRITE_sum_pct,      100.000
BTB_OFF_PATH_WRITE_sum_total_count,        132815
BTB_OFF_PATH_WRITE_sum_total_pct,      100.000
BTB_OFF_PATH_WRITE_mean,         0.00
BTB_OFF_PATH_WRITE_stddev,         0.01
BTB_OFF_PATH_WRITE_total_mean,         0.00
BTB_OFF_PATH_WRITE_total_stddev,         0.04

BP_ON_PATH_CORRECT_count,       5171508
BP_ON_PATH_CORRECT_pct,       99.972
BP_ON_PATH_CORRECT_total_count,       9986695
BP_ON_PATH_CORRECT_total_pct,       99.936

BP_ON_PATH_MISPREDICT_count,          1387
BP_ON_PATH_MISPREDICT_pct,        0.027
BP_ON_PATH_MISPREDICT_total_count,          6257
BP_ON_PATH_MISPREDICT_total_pct,        0.063

BP_ON_PATH_MISFETCH_count,            74
BP_ON_PATH_MISFETCH_pct,        0.001
BP_ON_PATH_MISFETCH_total_count,           142
BP_ON_PATH_MISFETCH_total_pct,        0.001
BP_ON_PATH_MISFETCH_sum_count,       5172969
BP_ON_PATH_MISFETCH_sum_pct,      100.000
BP_ON_PATH_MISFETCH_sum_total_count,       9993094
BP_ON_PATH_MISFETCH_sum_total_pct,      100.000
BP_ON_PATH_MISFETCH_mean,         0.00
BP_ON_PATH_MISFETCH_stddev,         0.02
BP_ON_PATH_MISFETCH_total_mean,         0.00
BP_ON_PATH_MISFETCH_total_stddev,         0.03

BP_OFF_PATH_CORRECT_count,         97308
BP_OFF_PATH_CORRECT_pct,       97.731
BP_OFF_PATH_CORRECT_total_count,        328686
BP_OFF_PATH_CORRECT_total_pct,       97.420

BP_OFF_PATH_MISPREDICT_count,            96
BP_OFF_PATH_MISPREDICT_pct,        0.096
BP_OFF_PATH_MISPREDICT_total_count,          1187
BP_OFF_PATH_MISPREDICT_total_pct,        0.352

BP_OFF_PATH_MISFETCH_count,          2163
BP_OFF_PATH_MISFETCH_pct,        2.172
BP_OFF_PATH_MISFETCH_total_count,          7518
BP_OFF_PATH_MISFETCH_total_pct,        2.228
BP_OFF_PATH_MISFETCH_sum_count,         99567
BP_OFF_PATH_MISFETCH_sum_pct,      100.000
BP_OFF_PATH_MISFETCH_sum_total_count,        337391
BP_OFF_PATH_MISFETCH_sum_total_pct,      100.000
BP_OFF_PATH_MISFETCH_mean,         0.04
BP_OFF_PATH_MISFETCH_stddev,         0.29
BP_OFF_PATH_MISFETCH_total_mean,         0.05
BP_OFF_PATH_MISFETCH_total_stddev,         0.30

