3,86,36,45,54,45,11,3,16,26,42,3,7,52,4,54,126,3,4,5,69,65,10,4,4,31,100,45,12,7,3,79,79,80,64,11,9,3,12,12,16,33,3,3,3,26,53,44,3,4,3,4,35,3,4,84,17,13,15,17,3,53,18,3,3,4,17,13,21,46,12,3,3,39,52,18,50,3,92,3,17,19,9,14,18,3,10,17,18,3,17,18,3,17,
4,87,37,46,55,46,12,4,17,27,43,4,8,53,5,55,127,4,5,6,70,66,11,5,5,32,101,46,13,8,4,80,80,81,65,12,4,13,13,17,34,4,4,4,27,54,45,4,5,4,5,36,4,5,85,20,14,16,18,4,54,19,4,4,5,20,14,22,47,13,4,4,40,53,19,51,4,93,4,20,20,10,15,19,4,11,20,19,4,20,19,4,20,
5,88,38,47,56,47,13,5,18,28,44,5,9,54,6,56,128,5,6,7,71,67,12,6,6,33,102,47,14,9,5,82,81,82,66,13,5,14,14,18,35,5,5,5,28,55,46,5,6,5,6,37,5,6,87,24,15,17,22,5,55,20,5,5,6,24,15,23,48,14,5,5,41,54,20,52,5,94,5,24,21,11,16,20,5,12,24,20,5,24,20,5,24,
6,89,39,48,57,48,14,6,48,29,45,6,10,55,7,57,129,6,7,8,72,68,13,15,7,34,103,48,15,10,6,83,82,83,67,14,6,15,15,19,36,6,6,6,29,56,47,6,7,6,7,38,6,7,88,25,16,18,25,6,56,21,6,6,7,25,16,24,49,15,6,6,42,55,21,53,6,95,6,25,23,12,17,21,6,13,25,21,6,25,21,6,25,
7,90,40,49,58,49,15,7,49,30,46,7,11,56,8,58,130,14,8,9,73,69,14,19,8,35,104,49,16,7,84,83,84,68,15,7,19,16,20,37,7,22,7,30,57,48,7,8,7,8,39,7,8,89,27,17,21,26,7,57,22,7,7,8,27,17,25,53,16,7,7,43,56,22,54,7,96,7,27,24,13,18,22,7,14,27,22,7,27,22,7,27,
8,91,41,57,59,50,16,8,50,31,47,8,12,57,9,59,131,19,9,10,74,70,15,20,9,36,105,50,17,8,85,84,86,69,16,8,20,17,21,38,8,23,8,31,58,49,8,9,8,9,40,8,9,90,28,18,22,35,8,58,29,8,15,9,28,18,26,54,17,8,8,44,57,29,55,8,97,8,28,25,14,35,29,8,15,28,29,8,28,29,8,28,
80,92,42,60,60,51,45,48,51,32,49,73,58,32,60,160,91,101,95,75,71,41,77,37,106,51,72,53,86,85,87,70,85,18,21,21,22,39,59,33,32,59,50,56,80,32,41,53,47,91,100,19,23,53,65,59,98,22,67,40,31,19,27,55,18,57,30,45,58,56,56,21,98,44,70,26,15,36,98,21,37,70,56,52,100,98,47,50,
