Core, 0
Cumulative Cycles, 15498944            
Cumulative Instructions, 20000002            
Cumulative IPC, 1.29041
Periodic Cycles, 7661445             
Periodic Instructions, 9999997             
Periodic IPC, 1.30524

ICACHE_MISS_count,             8
ICACHE_MISS_pct,        0.012
ICACHE_MISS_total_count,           163
ICACHE_MISS_total_pct,        0.117

ICACHE_HIT_count,         66934
ICACHE_HIT_pct,       99.988
ICACHE_HIT_total_count,        138593
ICACHE_HIT_total_pct,       99.883
ICACHE_HIT_sum_count,         66942
ICACHE_HIT_sum_pct,      100.000
ICACHE_HIT_sum_total_count,        138756
ICACHE_HIT_sum_total_pct,      100.000
ICACHE_HIT_mean,         1.00
ICACHE_HIT_stddev,         1.00
ICACHE_HIT_total_mean,         1.00
ICACHE_HIT_total_stddev,         1.00

ICACHE_MISS_ONPATH_count,             4
ICACHE_MISS_ONPATH_pct,       50.000
ICACHE_MISS_ONPATH_total_count,            98
ICACHE_MISS_ONPATH_total_pct,       60.123

ICACHE_MISS_OFFPATH_count,             4
ICACHE_MISS_OFFPATH_pct,       50.000
ICACHE_MISS_OFFPATH_total_count,            65
ICACHE_MISS_OFFPATH_total_pct,       39.877
ICACHE_MISS_OFFPATH_sum_count,             8
ICACHE_MISS_OFFPATH_sum_pct,      100.000
ICACHE_MISS_OFFPATH_sum_total_count,           163
ICACHE_MISS_OFFPATH_sum_total_pct,      100.000
ICACHE_MISS_OFFPATH_mean,         0.50
ICACHE_MISS_OFFPATH_stddev,         0.53
ICACHE_MISS_OFFPATH_total_mean,         0.40
ICACHE_MISS_OFFPATH_total_stddev,         0.46

ICACHE_MISS_NOT_PREFETCHED_count,             0
ICACHE_MISS_NOT_PREFETCHED_pct,        0.000
ICACHE_MISS_NOT_PREFETCHED_total_count,            15
ICACHE_MISS_NOT_PREFETCHED_total_pct,        9.615

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_pct,        0.000

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_pct,        0.000

ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_count,             4
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_pct,       50.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_count,            70
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_pct,       44.872

ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_count,             4
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_pct,       50.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_count,            71
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_pct,       45.513
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_count,             8
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_count,           156
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_mean,         3.50
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_stddev,         2.70
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_mean,         3.17
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_stddev,         2.22

ICACHE_HIT_ONPATH_count,         33063
ICACHE_HIT_ONPATH_pct,       49.396
ICACHE_HIT_ONPATH_total_count,         68763
ICACHE_HIT_ONPATH_total_pct,       49.615

ICACHE_HIT_OFFPATH_count,         33871
ICACHE_HIT_OFFPATH_pct,       50.604
