459,13,4,162,4,9,4,10,6,5,6,4,17,34,35,103,7,7,67,35,36,31,35,35,35,
460,14,5,163,5,10,5,11,7,6,7,5,18,35,36,106,8,8,68,37,38,32,36,36,36,
461,15,6,164,6,11,6,12,8,7,8,6,19,36,37,107,9,9,70,38,39,33,37,37,37,
462,16,7,177,7,18,7,13,9,8,9,7,20,37,38,109,10,10,71,39,40,34,38,39,38,
472,17,8,178,8,19,8,14,10,9,10,8,21,38,39,110,11,11,72,40,41,35,40,40,39,
473,18,9,179,9,20,9,15,11,10,11,9,22,39,40,111,12,12,73,43,66,36,41,41,40,
531,33,17,51,29,50,58,70,40,41,112,70,74,44,67,37,42,42,41,
